,Unnamed: 0,id,playerName,situation,teamId,playerId,x,y,min,period,isOwnGoal,isBlocked,isOnTarget,isSavedOffLine,isFromInsideBox,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,box,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeScore,awayScore,matchId,matchDate,teamColor,teamColorDark,onGoalShot.x,onGoalShot.y,onGoalShot.zoomRatio,minAdded,,min1,Unnamed: 2_level_0_Squad,Unnamed: 5_level_0_Outcome,Unnamed: 6_level_0_Distance,Unnamed: 7_level_0_Body Part,Unnamed: 8_level_0_Notes,SCA 1_Player,SCA 2_Player,SCA 2_Event,onGoalShot.x.rescaled,onGoalShot.y.rescaled,goalxZone,goalyZone,goalZone_Left Bottom,goalZone_Left Top,goalZone_Middle Bottom,goalZone_Middle Top,goalZone_Right Bottom,goalZone_Right Top,predicted_xGOTzone,eventType_AttemptSaved,eventType_Goal,eventType_Miss,eventType_Post,shotType_Header,shotType_LeftFoot,shotType_OtherBodyParts,shotType_RightFoot,SCA 1_Event_Fouled,SCA 1_Event_Interception,SCA 1_Event_Pass (Dead),SCA 1_Event_Pass (Live),SCA 1_Event_Shot,SCA 1_Event_Tackle,SCA 1_Event_Take-On,jpsxg,jpsxg - psxg
1114,,2788424125,Anthony Elanga,RegularPlay,10203,1050166,87.3191176468,33.00875,41,FirstHalf,False,False,True,False,False,,,32.78,0.160526315,0.48,0.43,OutsideBox,9902,10203,Ipswich Town,Nottingham Forest,2,4,4506358,2025-03-15T15:00:00Z,#C8102E,#C8102E,1.32275132275132,0.0424672791005291,1.0,,10,41,Nott'ham Forest,Goal,21.0,Right Foot,,Nikola Milenković,Neco Williams,Pass (Live),1.32275132275132,0.0424672791005291,Right,Bottom,0,0,0,0,1,0,0.1644408297218474,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.28856558887498074,-0.14143441112501925
1115,,2794647329,Anthony Elanga,FastBreak,10203,1050166,90.2,35.9825,5,FirstHalf,False,False,True,False,True,,,31.7125,0.2054736832,0.12,0.52,InsideBox,10203,10260,Nottingham Forest,Manchester United,1,0,4506366,2025-04-01T19:00:00Z,#C8102E,#C8102E,1.60515873015873,0.0543581172486773,1.0,,1,5,Nott'ham Forest,Goal,18.0,Left Foot,,,,,1.60515873015873,0.0543581172486773,Right,Bottom,0,0,0,0,1,0,0.1917316404294393,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4670886776667714,-0.052911322333228594
1116,,2796461043,Anthony Elanga,FastBreak,10203,1050166,92.9,42.92875,22,FirstHalf,False,False,False,False,True,,,27.950714285,0.4430526294,0.17,0.0,InsideBox,10252,10203,Aston Villa,Nottingham Forest,2,1,4506373,2025-04-05T16:30:00Z,#C8102E,#C8102E,2.0,0.073240486608426,0.624867162519204,,8,22,Nott'ham Forest,Off Target,14.0,Left Foot,,Nicolás Domínguez,Nicolás Domínguez,Tackle,3.200680272486769,0.11720969031746023,Right,Bottom,0,0,0,0,1,0,0.21949574875103564,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.003487709866801772,0.003487709866801772
1117,,2709701567,Anthony Elanga,RegularPlay,10203,1050166,78.3179611664,44.7014012695,30,FirstHalf,False,False,True,False,False,103.2931034484,35.3725,36.97375,0.160526315,0.02,0.07,OutsideBox,10203,8678,Nottingham Forest,AFC Bournemouth,1,1,4506268,2024-08-17T14:00:00Z,#C8102E,#C8102E,0.21329365079365,0.0424672791005291,1.0,,6,30,Nott'ham Forest,Saved,30.0,Right Foot,,Morgan Gibbs-White,Anthony Elanga,Pass (Live),0.21329365079365,0.0424672791005291,Left,Bottom,1,0,0,0,0,0,0.0854166952793342,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.12303364371025956,0.05303364371025955
1119,,2712512945,Anthony Elanga,FastBreak,10203,1050166,96.7017543851,21.2667515958,74,SecondHalf,False,False,True,False,True,103.4827586208,30.328,33.695,0.8925263114,0.13,0.1,InsideBox,8466,10203,Southampton,Nottingham Forest,0,1,4506280,2024-08-24T14:00:00Z,#C8102E,#C8102E,1.08068783068783,0.236118071798942,1.0,,24,74.0,Nott'ham Forest,Saved,13.0,Right Foot,,Ryan Yates,Ola Aina,Pass (Live),1.08068783068783,0.236118071798942,Middle,Bottom,0,0,1,0,0,0,0.22123409017696788,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.19648612760125303,0.09648612760125302
1120,,2715430017,Anthony Elanga,FromCorner,10203,1050166,101.7758620692,47.4338853472,34,FirstHalf,False,False,False,False,True,102.3448275864,0.8527014223,0.4591469197,0.4430526294,0.02,0.0,InsideBox,10203,8602,Nottingham Forest,Wolverhampton Wanderers,1,1,4506291,2024-08-31T14:00:00Z,#C8102E,#C8102E,2.0,0.0132093428971317,0.112698385784951,,9,34,Nott'ham Forest,Off Target,11.0,Right Foot,Volley,Neco Williams,Callum Hudson-Odoi,Pass (Live),17.746483111269786,0.1172096903174596,Right,Bottom,0,0,0,0,1,0,0.301128990801092,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.008352489611566738,0.008352489611566738
1121,,2720040963,Anthony Elanga,FastBreak,10203,1050166,93.8,21.547006373,68,SecondHalf,False,False,False,False,True,,,30.05190476,5.9142069072,0.03,0.0,InsideBox,8650,10203,Liverpool,Nottingham Forest,0,1,4506298,2024-09-14T14:00:00Z,#C8102E,#C8102E,1.45210496029259,0.677248677248677,0.432856009295758,,12,68.0,Nott'ham Forest,Off Target,15.0,Right Foot,,Morgan Gibbs-White,Chris Wood,Pass (Live),3.354706713336648,1.5646050019047617,Right,Top,0,0,0,0,0,1,0.0842586850524093,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0019200206620436557,0.0019200206620436557
1122,,2720074085,Anthony Elanga,RegularPlay,10203,1050166,91.4,25.418125,85,SecondHalf,False,False,True,False,True,101.9655172416,30.7975,32.39875,1.1814736784,0.2,0.11,InsideBox,8650,10203,Liverpool,Nottingham Forest,0,1,4506298,2024-09-14T14:00:00Z,#C8102E,#C8102E,1.42361111111111,0.312559174179894,1.0,,17,85.0,Nott'ham Forest,Saved,16.0,Right Foot,Volley,Jota Silva,Matz Sels,Pass (Dead),1.42361111111111,0.312559174179894,Right,Top,0,0,0,0,0,1,0.06486118146098918,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.24933138360389542,0.1393313836038954
1126,,2747016787,Anthony Elanga,RegularPlay,10203,1050166,95.9298245603,26.942142857,78,SecondHalf,False,False,False,False,True,103.103448276,63.8676777227,65.376303316,1.2456842044,0.07,0.0,InsideBox,10203,10261,Nottingham Forest,Newcastle United,1,3,4506479,2024-11-10T14:00:00Z,#C8102E,#C8102E,0.0,0.0397014330163228,0.120473083203286,,22,78,Nott'ham Forest,Off Target,11.0,Head,,Jota Silva,Ramón Sosa,Pass (Live),0.0,0.3295460858201055,Left,Top,0,1,0,0,0,0,0.14953824293124734,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0017304855589152207,0.0017304855589152207
1127,,2755348011,Anthony Elanga,RegularPlay,10203,1050166,91.4,42.92875,38,FirstHalf,False,False,False,False,True,,,27.53047619,0.9824210478,0.07,0.0,InsideBox,8456,10203,Manchester City,Nottingham Forest,3,0,4506430,2024-12-04T19:30:00Z,#C8102E,#C8102E,2.0,0.151853687636401,0.584277933123489,,14,38,Nott'ham Forest,Off Target,16.0,Right Foot,,Jota Silva,Ryan Yates,Pass (Live),3.4230284708994714,0.25989974809523786,Right,Bottom,0,0,0,0,1,0,0.2061002236440243,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0028866418514625707,0.0028866418514625707
1128,,2755390245,Anthony Elanga,RegularPlay,10203,1050166,94.0,45.1217834353,74,SecondHalf,False,False,False,False,True,,,31.48375,3.4984827616,0.07,0.0,InsideBox,8456,10203,Manchester City,Nottingham Forest,3,0,4506430,2024-12-04T19:30:00Z,#C8102E,#C8102E,1.48710458225829,0.677248677248677,0.731745780799334,,26,74,Nott'ham Forest,Off Target,14.0,Right Foot,,Taiwo Awoniyi,Elliot Anderson,Tackle,2.0322694319246066,0.925524540105819,Right,Top,0,0,0,0,0,1,0.09843977850533286,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.002090292544431709,0.002090292544431709
1129,,2759144827,Anthony Elanga,RegularPlay,10203,1050166,97.8596491223,37.05,90,SecondHalf,False,False,True,False,True,,,36.2875,0.160526315,0.2,0.38,InsideBox,10203,10252,Nottingham Forest,Aston Villa,2,1,4506450,2024-12-14T17:30:00Z,#C8102E,#C8102E,0.39484126984127,0.0424672791005291,1.0,3.0,24,90+3,Nott'ham Forest,Goal,9.0,Left Foot,,Elliot Anderson,Elliot Anderson,Tackle,0.39484126984127,0.0424672791005291,Left,Bottom,1,0,0,0,0,0,0.2559078958214269,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.510041914922608,0.13004191492260797
1130,,2761130755,Anthony Elanga,RegularPlay,10203,1050166,90.2,30.304,51,SecondHalf,False,False,True,False,True,,,37.43125,0.3659999982,0.06,0.74,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C8102E,#C8102E,0.0922619047619033,0.0968253963492064,1.0,,11,51.0,Nott'ham Forest,Goal,18.0,Left Foot,,,,,0.0922619047619033,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.18395767100819588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.41933551177581296,-0.320664488224187
1131,,2761140243,Anthony Elanga,FastBreak,10203,1050166,94.7719298231,44.5612738809,56,SecondHalf,False,False,True,False,True,102.0603448278,37.78,35.0675,1.059473679,0.15,0.12,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C8102E,#C8102E,0.717592592592592,0.280284042063492,1.0,,12,56.0,Nott'ham Forest,Saved,13.0,Left Foot,,Callum Hudson-Odoi,Murillo,Pass (Live),0.717592592592592,0.280284042063492,Middle,Bottom,0,0,1,0,0,0,0.21624775380430677,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.18189556803149118,0.06189556803149118
1132,,2762204175,Anthony Elanga,RegularPlay,10203,1050166,82.597572816,38.536428573,26,FirstHalf,False,False,False,False,False,,,34.61,4.0980689704,0.04,0.0,OutsideBox,10203,8586,Nottingham Forest,Tottenham Hotspur,1,0,4506490,2024-12-26T15:00:00Z,#C8102E,#C8102E,0.899191132187956,0.677248677248677,0.624684459556601,,5,26,Nott'ham Forest,Off Target,26.0,Right Foot,,Callum Hudson-Odoi,Chris Wood,Pass (Live),1.4394325301868385,1.0841452302645498,Right,Top,0,0,0,0,0,1,-0.0068503014748154956,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0006444456741351841,0.0006444456741351841
1133,,2762267813,Anthony Elanga,RegularPlay,10203,1050166,92.3,33.00875,61,SecondHalf,False,False,True,False,True,103.4827586208,34.53375,32.475,1.2585263096,0.11,0.34,InsideBox,10203,8586,Nottingham Forest,Tottenham Hotspur,1,0,4506490,2024-12-26T15:00:00Z,#C8102E,#C8102E,1.40343915343915,0.332943468148148,1.0,,16,61,Nott'ham Forest,Saved,15.0,Right Foot,Volley,Morgan Gibbs-White,Anthony Elanga,Pass (Live),1.40343915343915,0.332943468148148,Right,Top,0,0,0,0,0,1,0.07688945578391576,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.2709597120213522,-0.06904028797864781
1134,,2762796683,Anthony Elanga,FastBreak,10203,1050166,90.5,37.684,90,SecondHalf,False,False,True,False,True,93.9,37.43125,34.305,0.1219999994,0.34,0.32,InsideBox,8668,10203,Everton,Nottingham Forest,0,2,4506496,2024-12-29T15:00:00Z,#C8102E,#C8102E,0.919312169312169,0.0322751321164021,1.0,1.0,23,90+1,Nott'ham Forest,Saved,17.0,Right Foot,,,,,0.919312169312169,0.0322751321164021,Middle,Bottom,0,0,1,0,0,0,0.17448202777932115,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17334569359621202,-0.146654306403788
1135,,2765537103,Anthony Elanga,FreeKick,10203,1050166,95.0614035074,55.9309952536,63,SecondHalf,False,False,True,False,False,103.9568965518,36.51625,36.2875,1.6630526234,0.05,0.12,OutsideBox,10203,8650,Nottingham Forest,Liverpool,1,1,4506518,2025-01-14T20:00:00Z,#C8102E,#C8102E,0.39484126984127,0.439961011481482,1.0,,16,63,Nott'ham Forest,Saved,22.0,Right Foot,Free kick,Morgan Gibbs-White,Callum Hudson-Odoi,Pass (Live),0.39484126984127,0.439961011481482,Left,Top,0,1,0,0,0,0,0.1570245466753944,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4333808314021081,0.3133808314021081
1136,,2767009073,Anthony Elanga,RegularPlay,10203,1050166,95.7368421041,36.5925,55,SecondHalf,False,False,True,False,True,103.577586207,34.1525,33.39,0.3274736826,0.18,0.14,InsideBox,10203,8466,Nottingham Forest,Southampton,3,2,4506531,2025-01-19T14:00:00Z,#C8102E,#C8102E,1.16137566137566,0.0866332493650794,1.0,,13,55,Nott'ham Forest,Saved,11.0,Right Foot,,Jota Silva,Ola Aina,Pass (Live),1.16137566137566,0.0866332493650794,Middle,Bottom,0,0,1,0,0,0,0.22067497785493906,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.18778815782297895,0.04778815782297893
1137,,2768620381,Anthony Elanga,RegularPlay,10203,1050166,97.6666666661,47.9943949016,1,FirstHalf,False,False,False,False,True,,,38.78857143,1.2456842044,0.03,0.0,InsideBox,8678,10203,AFC Bournemouth,Nottingham Forest,5,0,4506603,2025-01-25T15:00:00Z,#C8102E,#C8102E,0.0,0.260136916115711,0.78937947470484,,0,1,Nott'ham Forest,Off Target,14.0,Left Foot,,Anthony Elanga,Chris Wood,Pass (Live),0.0,0.32954608582010547,Left,Top,0,1,0,0,0,0,0.1761175943340918,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0034133092315799937,0.0034133092315799937
1138,,2768778979,Anthony Elanga,FreeKick,10203,1050166,96.3157894727,62.752606632,71,SecondHalf,False,False,False,False,False,,,30.268,2.3565263042,0.03,0.0,OutsideBox,8678,10203,AFC Bournemouth,Nottingham Forest,5,0,4506603,2025-01-25T15:00:00Z,#C8102E,#C8102E,1.98730158730159,0.623419657195767,1.0,,26,71,Nott'ham Forest,Woodwork,29.0,Right Foot,Free kick,Anthony Elanga,Álex Moreno,Pass (Dead),1.98730158730159,0.623419657195767,Right,Top,0,0,0,0,0,1,0.12839043153645652,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.003640321195464793,0.003640321195464793
1139,,2768797847,Anthony Elanga,RegularPlay,10203,1050166,83.160679612,41.9459375,82,SecondHalf,False,False,True,False,False,102.7241379312,35.0675,36.82125,1.6630526234,0.04,0.37,OutsideBox,8678,10203,AFC Bournemouth,Nottingham Forest,5,0,4506603,2025-01-25T15:00:00Z,#C8102E,#C8102E,0.253637566137564,0.439961011481482,1.0,,28,82,Nott'ham Forest,Saved,25.0,Left Foot,,Taiwo Awoniyi,Nicolás Domínguez,Interception,0.253637566137564,0.439961011481482,Left,Top,0,1,0,0,0,0,0.04339392539576778,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.14775274918661843,-0.22224725081338156
1141,,2770980051,Anthony Elanga,FastBreak,10203,1050166,92.9,47.0135031814,19,FirstHalf,False,False,False,False,True,,,29.799761903,0.2696842092,0.05,0.0,InsideBox,10203,10204,Nottingham Forest,Brighton & Hove Albion,7,0,4506621,2025-02-01T12:30:00Z,#C8102E,#C8102E,2.0,0.0642068861269129,0.899948982106479,,2,19,Nott'ham Forest,Off Target,16.0,Right Foot,,Elliot Anderson,Danilo,Pass (Live),2.222348199470897,0.0713450288888889,Right,Bottom,0,0,0,0,1,0,0.22164340899362353,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.003398750564873416,0.003398750564873416
1142,,2770991675,Anthony Elanga,RegularPlay,10203,1050166,92.9,42.1771875,37,FirstHalf,False,False,True,False,True,103.2931034484,36.36375,33.00875,0.2054736832,0.17,0.52,InsideBox,10203,10204,Nottingham Forest,Brighton & Hove Albion,7,0,4506621,2025-02-01T12:30:00Z,#C8102E,#C8102E,1.26223544973545,0.0543581172486773,1.0,,11,37,Nott'ham Forest,Saved,14.0,Left Foot,Deflected,Murillo,Morgan Gibbs-White,Pass (Live),1.26223544973545,0.0543581172486773,Middle,Bottom,0,0,1,0,0,0,0.19827727266086148,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15439357321175634,-0.3656064267882437
1144,,2776609119,Anthony Elanga,ThrowInSetPiece,10203,1050166,99.784482759,19.6552866269,90,SecondHalf,False,False,False,False,True,,,39.62904762,4.9409655248,0.03,0.0,InsideBox,9879,10203,Fulham,Nottingham Forest,2,1,4506626,2025-02-15T15:00:00Z,#C8102E,#C8102E,0.228437228375698,0.677248677248677,0.518117357255518,4.0,32,90+4,Nott'ham Forest,Off Target,13.0,Left Foot,,Anthony Elanga,Nikola Milenković,Pass (Live),0.4408986210879642,1.3071337367195763,Left,Top,0,1,0,0,0,0,0.18013044475322043,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.003914734790706999,0.003914734790706999
1145,,2780191851,Anthony Elanga,RegularPlay,10203,1050166,102.8189655174,30.244,54,SecondHalf,False,False,False,False,True,,,35.3725,7.4783448432,0.47,0.0,InsideBox,10261,10203,Newcastle United,Nottingham Forest,4,3,4506641,2025-02-23T14:00:00Z,#C8102E,#C8102E,0.875704607234177,0.677248677248677,0.342321737453414,,17,54,Nott'ham Forest,Off Target,3.0,Right Foot,Volley,Neco Williams,Morgan Gibbs-White,Pass (Live),2.5581332162797583,1.9783981066666638,Right,Top,0,0,0,0,0,1,0.16937386439442143,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.004907568213423039,0.004907568213423039
1146,,2788413605,Anthony Elanga,FastBreak,10203,1050166,92.0,22.7380891761,37,FirstHalf,False,False,True,False,True,,,36.8975,0.6485263126,0.07,0.71,InsideBox,9902,10203,Ipswich Town,Nottingham Forest,2,4,4506358,2025-03-15T15:00:00Z,#C8102E,#C8102E,0.233465608465608,0.171567807566138,1.0,,9,37,Nott'ham Forest,Goal,16.0,Left Foot,,Elliot Anderson,,,0.233465608465608,0.171567807566138,Left,Bottom,1,0,0,0,0,0,0.196054335968617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.35542238916327307,-0.3545776108367269
1147,,2788424125,Anthony Elanga,RegularPlay,10203,1050166,87.3191176468,33.00875,41,FirstHalf,False,False,True,False,False,,,32.78,0.160526315,0.48,0.43,OutsideBox,9902,10203,Ipswich Town,Nottingham Forest,2,4,4506358,2025-03-15T15:00:00Z,#C8102E,#C8102E,1.32275132275132,0.0424672791005291,1.0,,10,41,Nott'ham Forest,Goal,21.0,Right Foot,,Nikola Milenković,Neco Williams,Pass (Live),1.32275132275132,0.0424672791005291,Right,Bottom,0,0,0,0,1,0,0.1644408297218474,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.28856558887498074,-0.14143441112501925
1148,,2794647329,Anthony Elanga,FastBreak,10203,1050166,90.2,35.9825,5,FirstHalf,False,False,True,False,True,,,31.7125,0.2054736832,0.12,0.52,InsideBox,10203,10260,Nottingham Forest,Manchester United,1,0,4506366,2025-04-01T19:00:00Z,#C8102E,#C8102E,1.60515873015873,0.0543581172486773,1.0,,1,5,Nott'ham Forest,Goal,18.0,Left Foot,,,,,1.60515873015873,0.0543581172486773,Right,Bottom,0,0,0,0,1,0,0.1917316404294393,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4670886776667714,-0.052911322333228594
1149,,2796461043,Anthony Elanga,FastBreak,10203,1050166,92.9,42.92875,22,FirstHalf,False,False,False,False,True,,,27.950714285,0.4430526294,0.17,0.0,InsideBox,10252,10203,Aston Villa,Nottingham Forest,2,1,4506373,2025-04-05T16:30:00Z,#C8102E,#C8102E,2.0,0.073240486608426,0.624867162519204,,8,22,Nott'ham Forest,Off Target,14.0,Left Foot,,Nicolás Domínguez,Nicolás Domínguez,Tackle,3.200680272486769,0.11720969031746023,Right,Bottom,0,0,0,0,1,0,0.21949574875103564,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.003487709866801772,0.003487709866801772
1150,,2709701567,Anthony Elanga,RegularPlay,10203,1050166,78.3179611664,44.7014012695,30,FirstHalf,False,False,True,False,False,103.2931034484,35.3725,36.97375,0.160526315,0.02,0.07,OutsideBox,10203,8678,Nottingham Forest,AFC Bournemouth,1,1,4506268,2024-08-17T14:00:00Z,#C8102E,#C8102E,0.21329365079365,0.0424672791005291,1.0,,6,30,Nott'ham Forest,Saved,30.0,Right Foot,,Morgan Gibbs-White,Anthony Elanga,Pass (Live),0.21329365079365,0.0424672791005291,Left,Bottom,1,0,0,0,0,0,0.0854166952793342,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.12303364371025956,0.05303364371025955
1152,,2712512945,Anthony Elanga,FastBreak,10203,1050166,96.7017543851,21.2667515958,74,SecondHalf,False,False,True,False,True,103.4827586208,30.328,33.695,0.8925263114,0.13,0.1,InsideBox,8466,10203,Southampton,Nottingham Forest,0,1,4506280,2024-08-24T14:00:00Z,#C8102E,#C8102E,1.08068783068783,0.236118071798942,1.0,,24,74.0,Nott'ham Forest,Saved,13.0,Right Foot,,Ryan Yates,Ola Aina,Pass (Live),1.08068783068783,0.236118071798942,Middle,Bottom,0,0,1,0,0,0,0.22123409017696788,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.19648612760125303,0.09648612760125302
1153,,2715430017,Anthony Elanga,FromCorner,10203,1050166,101.7758620692,47.4338853472,34,FirstHalf,False,False,False,False,True,102.3448275864,0.8527014223,0.4591469197,0.4430526294,0.02,0.0,InsideBox,10203,8602,Nottingham Forest,Wolverhampton Wanderers,1,1,4506291,2024-08-31T14:00:00Z,#C8102E,#C8102E,2.0,0.0132093428971317,0.112698385784951,,9,34,Nott'ham Forest,Off Target,11.0,Right Foot,Volley,Neco Williams,Callum Hudson-Odoi,Pass (Live),17.746483111269786,0.1172096903174596,Right,Bottom,0,0,0,0,1,0,0.301128990801092,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.008352489611566738,0.008352489611566738
1154,,2720040963,Anthony Elanga,FastBreak,10203,1050166,93.8,21.547006373,68,SecondHalf,False,False,False,False,True,,,30.05190476,5.9142069072,0.03,0.0,InsideBox,8650,10203,Liverpool,Nottingham Forest,0,1,4506298,2024-09-14T14:00:00Z,#C8102E,#C8102E,1.45210496029259,0.677248677248677,0.432856009295758,,12,68.0,Nott'ham Forest,Off Target,15.0,Right Foot,,Morgan Gibbs-White,Chris Wood,Pass (Live),3.354706713336648,1.5646050019047617,Right,Top,0,0,0,0,0,1,0.0842586850524093,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0019200206620436557,0.0019200206620436557
1155,,2720074085,Anthony Elanga,RegularPlay,10203,1050166,91.4,25.418125,85,SecondHalf,False,False,True,False,True,101.9655172416,30.7975,32.39875,1.1814736784,0.2,0.11,InsideBox,8650,10203,Liverpool,Nottingham Forest,0,1,4506298,2024-09-14T14:00:00Z,#C8102E,#C8102E,1.42361111111111,0.312559174179894,1.0,,17,85.0,Nott'ham Forest,Saved,16.0,Right Foot,Volley,Jota Silva,Matz Sels,Pass (Dead),1.42361111111111,0.312559174179894,Right,Top,0,0,0,0,0,1,0.06486118146098918,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.24933138360389542,0.1393313836038954
1159,,2747016787,Anthony Elanga,RegularPlay,10203,1050166,95.9298245603,26.942142857,78,SecondHalf,False,False,False,False,True,103.103448276,63.8676777227,65.376303316,1.2456842044,0.07,0.0,InsideBox,10203,10261,Nottingham Forest,Newcastle United,1,3,4506479,2024-11-10T14:00:00Z,#C8102E,#C8102E,0.0,0.0397014330163228,0.120473083203286,,22,78,Nott'ham Forest,Off Target,11.0,Head,,Jota Silva,Ramón Sosa,Pass (Live),0.0,0.3295460858201055,Left,Top,0,1,0,0,0,0,0.14953824293124734,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0017304855589152207,0.0017304855589152207
1160,,2755348011,Anthony Elanga,RegularPlay,10203,1050166,91.4,42.92875,38,FirstHalf,False,False,False,False,True,,,27.53047619,0.9824210478,0.07,0.0,InsideBox,8456,10203,Manchester City,Nottingham Forest,3,0,4506430,2024-12-04T19:30:00Z,#C8102E,#C8102E,2.0,0.151853687636401,0.584277933123489,,14,38,Nott'ham Forest,Off Target,16.0,Right Foot,,Jota Silva,Ryan Yates,Pass (Live),3.4230284708994714,0.25989974809523786,Right,Bottom,0,0,0,0,1,0,0.2061002236440243,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0028866418514625707,0.0028866418514625707
1161,,2755390245,Anthony Elanga,RegularPlay,10203,1050166,94.0,45.1217834353,74,SecondHalf,False,False,False,False,True,,,31.48375,3.4984827616,0.07,0.0,InsideBox,8456,10203,Manchester City,Nottingham Forest,3,0,4506430,2024-12-04T19:30:00Z,#C8102E,#C8102E,1.48710458225829,0.677248677248677,0.731745780799334,,26,74,Nott'ham Forest,Off Target,14.0,Right Foot,,Taiwo Awoniyi,Elliot Anderson,Tackle,2.0322694319246066,0.925524540105819,Right,Top,0,0,0,0,0,1,0.09843977850533286,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.002090292544431709,0.002090292544431709
1162,,2759144827,Anthony Elanga,RegularPlay,10203,1050166,97.8596491223,37.05,90,SecondHalf,False,False,True,False,True,,,36.2875,0.160526315,0.2,0.38,InsideBox,10203,10252,Nottingham Forest,Aston Villa,2,1,4506450,2024-12-14T17:30:00Z,#C8102E,#C8102E,0.39484126984127,0.0424672791005291,1.0,3.0,24,90+3,Nott'ham Forest,Goal,9.0,Left Foot,,Elliot Anderson,Elliot Anderson,Tackle,0.39484126984127,0.0424672791005291,Left,Bottom,1,0,0,0,0,0,0.2559078958214269,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.510041914922608,0.13004191492260797
1163,,2761130755,Anthony Elanga,RegularPlay,10203,1050166,90.2,30.304,51,SecondHalf,False,False,True,False,True,,,37.43125,0.3659999982,0.06,0.74,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C8102E,#C8102E,0.0922619047619033,0.0968253963492064,1.0,,11,51.0,Nott'ham Forest,Goal,18.0,Left Foot,,,,,0.0922619047619033,0.0968253963492064,Left,Bottom,1,0,0,0,0,0,0.18395767100819588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.41933551177581296,-0.320664488224187
1164,,2761140243,Anthony Elanga,FastBreak,10203,1050166,94.7719298231,44.5612738809,56,SecondHalf,False,False,True,False,True,102.0603448278,37.78,35.0675,1.059473679,0.15,0.12,InsideBox,9937,10203,Brentford,Nottingham Forest,0,2,4506454,2024-12-21T15:00:00Z,#C8102E,#C8102E,0.717592592592592,0.280284042063492,1.0,,12,56.0,Nott'ham Forest,Saved,13.0,Left Foot,,Callum Hudson-Odoi,Murillo,Pass (Live),0.717592592592592,0.280284042063492,Middle,Bottom,0,0,1,0,0,0,0.21624775380430677,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.18189556803149118,0.06189556803149118
